Task ID,Client,Campaign,Channel,Tier: Order,Title,Direction,Resource Link 1,Resource Link 2,Resource Link 3,Desired Placement,Anchor Text,Target URL,Website Example,Client Comment,Extra Writer Notes
37717,Obsidianedge (Marketing Nomads),CON143022 Christmas Lights Etc. Jan 16,lcolarado1,Budget,37717 - How to Add Color to Your Home on a Budget,"500 words: List 3-6 ways to brighten up your home on a budget. Try to stick to fairly common items that would be easily accessible to the reader. The target site is a design website with a focus on color palates, and the audience can be assumed to be families with middle incomes. The anchor link is to a website selling Christmas lights, so include an item about using discount holiday lights to add year-round color to your home.",http://www.hgtv.com/design/decorating/color/top-10-tips-for-adding-color-to-your-space,http://www.housebeautiful.com/room-decorating/colors/g1288/color-decorating-ideas/,n/a,thepalettemuse.com,Branded,http://www.christmaslightsetc.com/,,,
37718,Obsidianedge (Marketing Nomads),CON143022 Christmas Lights Etc. Jan 16,lcolarado1,Budget,37718 - # Ways to Save Money Shopping Online,"500 words: List 3-6 ways you can use the internet to save money while shopping. The target website writes for a predominantly Baby Boomer audience, so skew the content a little older than would normally be the case. This also means that the items in the list can assume a somewhat smaller degree of familiarity with the internet than content pitched at a younger audience. Bring in the client link by mentioning that seasonal goods like holiday supplies and christmas lights are available for far cheaper in the off season through the internet.",http://www.lifehack.org/articles/money/10-online-shopping-tips-save-money-while-scoring-major-discounts.html,http://www.rd.com/advice/saving-money/online-shopping-tricks-to-save-you-money/,n/a,boomerbrief.com,Branded,http://www.christmaslightsetc.com/,,,
37719,Obsidianedge (Marketing Nomads),CON143022 Christmas Lights Etc. Jan 16,lcolarado1,Budget,37719 - # Ways Throw a Great Party On a Budget,"500 words: List 3-6 ways to set up an excellent party for an affordable price. Try to include items of a variety of price levels and of interest to a wide assortment of demographics. The target website is about modern culture, with a slight focus on &quot;men&#039;s&quot; culture. Work in the anchor link by suggesting using multicolored lighting for decor, and suggesting buying Christmas lights in the off season as a way of doing that for cheap.",http://www.moneycrashers.com/throw-party-budget-host/,http://www.livingwellspendingless.com/2014/05/23/fabulous-party-on-a-budget/,n/a,modernthrill.com,Branded,http://www.christmaslightsetc.com/,,,
37720,Obsidianedge (Marketing Nomads),CON143022 Christmas Lights Etc. Jan 16,lcolarado1,Budget,37720 - # Quick Home Decorating Ideas for the Vagabond on the Move,500 words: List 3-6 ways a person who travels frequently with short-term leases can decorate their apartment to make it feel like home for the time they are there. This could include hanging tapestries or decorating with christmas lights to dress up a plain room. Your audience consists of men and women who are interested in improving their life and traveling. Talk about using christmas lights as a cheap method to create mood lighting to tie in the AT.,http://www.houzz.com.au/ideabooks/52092452/list/13-decorating-tips-for-short-term-rentals,http://www.improvenet.com/a/11-decorating-ideas-to-make-your-rental-feel-like-home,http://www.apartmenttherapy.com/the-broke-persons-guide-to-decorating-so-it-doesnt-look-your-budget-is-0-even-if-it-is-215221,fleetinglife.com,Branded,http://www.christmaslightsetc.com/,,,
37721,Obsidianedge (Marketing Nomads),CON143022 Christmas Lights Etc. Jan 16,lcolarado1,Budget,37721 - # Romantic Home Date-Night Decor Ideas,"500 words: List 3-6 decor ideas for having a date-night at home. These can include setting up a &quot;lounge&quot; or snuggle area, making sure the lighting is special with candles and/or christmas lights, making sure you have mood music on, etc. You can include the client link when mentioning the lighting. Your audience consists of people, mostly women, who are interested in home decor. ",http://archive.azcentral.com/thingstodo/specials/valentines/free/20130102valentines-decorating-home-for-romantic-date-night.html,http://www.sheknows.com/home-and-gardening/articles/838261/date-night-decor,n/a,witwitwoo.com,Branded,http://www.christmaslightsetc.com/,,,
37722,Obsidianedge (Marketing Nomads),CON143022 Christmas Lights Etc. Jan 16,lcolarado1,Budget,37722 - # Interesting Decor Ideas For Your Home,"500 words: List 3-6 unique decorating ideas for your home. These can include choosing bold colors, adding a quirky or oversized object to a room, painting a two-tone door, adding christmas light decorations to a room, etc. You can include the client link in the section on Christmas light decor. Your audience consists of mother&#039;s who are looking to decorate their home in a unique way.",http://www.refinery29.com/unique-small-space-decorating-ideas#slide,http://www.realsimple.com/home-organizing/decorating/unique-home-decor, http://www.housebeautiful.com/home-remodeling/interior-designers/tips/g1050/creative-unique-decorating-ideas-0211/,5minutesformom.com,Branded,http://www.christmaslightsetc.com/,,,
37723,Obsidianedge (Marketing Nomads),CON143022 Christmas Lights Etc. Jan 16,lcolarado1,Budget,37723 - # DIY Decorations Using Christmas Lights,"500 words: List 3-6 DIY decorations that use Christmas lights that you can use during any time of the year. Make sure to include decorations that can be included in different parts of the house, like the bedroom, bathroom, kitchen, etc. You can include the client link anywhere in the article when talking about Christmas lights. Your target audience are mothers with families who want new ideas for decor. ",http://www.buzzfeed.com/peggy/46-awesome-string-light-diys-for-any-occasion#.fqyeL0V1kW,http://www.christmasdesigners.com/31-diy-projects-using-led-string-lights/,n/a,familyfocusblog.com,Branded,http://www.christmaslightsetc.com/,,,
37724,Obsidianedge (Marketing Nomads),CON143022 Christmas Lights Etc. Jan 16,lcolarado1,Budget,37724 - Selling Stuff Online? # Useful Photography Tricks You Need,"500 words: In 3-6 subheadings discuss how to stage and take good photos of secondhand stuff people want to sell online. Discuss it from an angle of using what you have, like how to take a good picture with a smart phone and how to stage a photo in the living room. The target audience doesn&#039;t have or need professional photography equipment, just tips and tricks on making their stuff look good and sellable. You can also add info on how adding decorative lights to you photo can increase its appeal - this is where you can include the client link. ",http://pages.ebay.com/sellerinformation/how-to-take-product-photos/tips.html,http://lifehacker.com/how-to-take-better-photos-when-selling-things-online-1079579143,http://manvsdebt.com/16-simple-photo-tips-to-get-more-money-when-selling-your-things/,socialbarrel.com,Branded,http://www.christmaslightsetc.com/,,,
37725,Obsidianedge (Marketing Nomads),CON143022 Christmas Lights Etc. Jan 16,lcolarado1,Budget,37725 - # Inexpensive Ways to Renew a Kid's Bedroom,"500 words: Discuss 3-6 ideas for cheaply updating a child&#039;s bedroom. Kids grow really fast, and so do their tastes, but it can be expensive to change bedroom decor, so talk about DIY projects and upcycling old items. Your target audience is parents who like to be thrifty while still having a stylish home. The branded anchor text will fit well in a section about adding lighting to your child&#039;s room.",http://www.popsugar.com/moms/Affordable-Ways-Decorate-Kids-Bedrooms-27335730?stream_view=1,http://www.apartmenttherapy.com/30-diy-projects-to-spruce-up-your-kids-room-on-a-budget-203981,http://www.architectureartdesigns.com/20-diy-adorable-ideas-for-kids-room/,moneysavingmom.com,Branded,http://www.christmaslightsetc.com/,,,
37726,Obsidianedge (Marketing Nomads),CON143022 Christmas Lights Etc. Jan 16,lcolarado1,Budget,37726 - # Clever Bathroom Lighting Ideas,"500 words: List 3-6 lighting concepts that will help to spruce up boring or tired bathroom decor. Lighting ideas don&#039;t need to be limited to fixtures; clever ways to add more light like mirrors or window treatments are also good concepts. The potential audience is people who like out-of-the-box interior design ideas, and want to do something a little different inside their homes. The client link should be easy to incorporate in any section, or even in a section about using Christmas lights specifically.",http://www.buzzfeed.com/peggy/clever-and-unconventional-bathroom-decorating-ideas#.suv4KGNRo7,http://www.hgtv.com/design/rooms/bathrooms/13-dreamy-bathroom-lighting-ideas-pictures,http://www.homedit.com/21-creative-diy-lighting-ideas/,desiretoinspire.net,Branded,http://www.christmaslightsetc.com/,,,
